filename,loss,val_loss
2507_op103-4.wav,0.01603449508547783,0.005764672998338938
2607_ps16_02.wav,0.0035322769545018673,0.0025784720201045275
2315_qt15_3.wav,0.0024416381493210793,0.002449044492095709
2567_ps27_01.wav,0.0024680253118276596,0.0018656834727153182
1812_kv581c.wav,0.002342177089303732,0.0034751207567751408
2594_ps18_02.wav,0.002250997582450509,0.00220339372754097
2538_ps20_02.wav,0.002583351917564869,0.002915340242907405
2314_qt15_2.wav,0.0019725919701159,0.003113014390692115
2621_qt07_1.wav,0.0022373462561517954,0.002360839629545808
2595_ps18_03.wav,0.0023356724996119738,0.0019533419981598854
2341_vns08_2.wav,0.0034264095593243837,0.003501925617456436
1771_sy_sps41.wav,0.0016876462614163756,0.002017122693359852
2322_ps23_01.wav,0.0023187908809632063,0.0021302911918610334
2318_bh38m1.wav,0.0017236541025340557,0.001451966934837401
2590_ps12_03.wav,0.0022432049736380577,0.002014505909755826
2080_quint2d3.wav,0.0021844105795025826,0.0028900126926600933
1751_sy_sps13.wav,0.002185737481340766,0.001930229482240975
2379_qt08_4.wav,0.0022835980635136366,0.002078032586723566
2416_lvbsext3.wav,0.0017433013999834657,0.0016862479969859123
1789_kv_465_2.wav,0.002090029651299119,0.0019292517099529505
2336_vns08_3.wav,0.002335913246497512,0.0022292507346719503
1764_scbt1422.wav,0.002147949766367674,0.0019273804500699043
2423_ps01_02.wav,0.0015571772819384933,0.0014763615326955914
2166_gr_f45m1.wav,0.0023654240649193525,0.0023612824734300375
2478_ps03_04.wav,0.0022363762836903334,0.002044390421360731
2476_ps03_02.wav,0.0024067871272563934,0.0020798470359295607
2325_ps23_01.wav,0.002476615598425269,0.002564651658758521
2441_ps29_01.wav,0.003099838038906455,0.002887836890295148
